perfume_name,description,image,brand,brandid,gender,product_type,character_x,fragrance_family,size,year,concentration,top_note,middle_note,base_note,language,file_format,image_resolution,similar_perfumes
Keba Perfumes Vetiver EDP,"A classy fragrance with an amazing aromatic blend.
The fragrance combines authentic oriental scents with luxurious woody notes.
Enjoy the enchanting blend of vetiver, saffron and sandalwood.
The fragrance gives you a unique elegance and luxury.
This distinctive fragrance will be the perfect companion for you on all your occasions and times.
About the brand:
Keba Perfumes is a Saudi house for the manufacture of distinctive perfumes that suit all tastes. The name Quba means incense stick. It is distinguished by quality and extreme care in the manufacture of its perfumes, as it extracts perfume scents from the finest natural ingredients with unique scents.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/6/2/6285560011664-keba-perfumes-vetver.png,Keba Perfumes,194,Women,Perfume,Sophisticated,Woody Oriental,50 ml,2017,Eau de Parfum,Vetiver, Saffron,Sandalwood,en,png,750x750,"Givenchy Immortelle Tribal EDP, Lootah Suave EDP, Hugo Boss Boss Bottled Infinite EDP"
Chopard Enchanted,"This woody oriental fragrance increases your confidence and refreshes your senses with its soft and sensual scent that carefully collected to leaves enchanting and spectacular look.
About the brand:
Chopard is emblematic of a natural, positive and responsible parfumery, Chopard places nature, ethics and luxury naturals at the very heart of its fragrance universe. Created by world-class parfumers and crafted from the highest quality ingredients and the most treasured naturals, responsibly sourced from across the world.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/chopard_enchanted_edp_75_ml.jpg,Chopard,87,Women,Perfume,Sophisticated,Woody Oriental,75 ml,2012,Eau de Parfum,Plum,"Jasmine, spices","Musk, cashmere wood, patchouli",en,png,750x750,"Guerlain Idylle Love Blossom (Travel Exclusive), Givenchy Dahlia Noir L'Eau, Hugo Boss Boss Bottled Night"
Elie Saab Essence No.6 Vetiver,"A deep woody fragrance that takes you in a wonerful journey of exitment and joyness thanks to the composition of scents strarting with haitian vetiver, java vetiver oil, moving to calabrian bergamot, grapefruit, papyrus, and cloves.
About the brand:
Elie Saab is the most well-known Arab fashion designer. He started his business in the early 1980s and specialized in bridal couture. He is the first Arab to create such a name and brand in the fashion industry. He created his first perfume in 2005, which won the award for the best new perfume in England, United States, and France.  ",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_elie_saab_perfumes_essence_no6_vetiver_essence_for_unisex_de_parfum.jpg,Elie Saab,117,Unisex,Perfume,Romantic,Woody,100 ml,2015,Eau de Parfum,haitian vetiver,"java vetiver oil, calabrian bergamot"," grapefruit, papyrus, cloves",en,png,750x750,"Hermes Terre D'Hermes Eau Intense Ve'Tver, Uniqo Corallo EDP - 100 ml, Hugo Boss Hugo Iced"
Stphane Humbert Lucas 777 Isra & Miraj EDP,"This fragrance is an interpretation of a spiritual journey that leads to the promise of hope, peace and fulfillment.
A fragrance designed with great precision to give you a unique scent.
The fragrance is enriched with an aromatic blend extracted from the finest natural materials.
The fragrance opens with refreshing notes of orange and bergamot to start your day with full vitality.
In the heart is a blend of heliotrope and osmanthus that blend perfectly with the luxurious base notes of vanilla, amber and white musk.
About the brand:
St̩phane Humbert Lucas 777 is a new fragrance brand. The earliest edition was created in 2013 and the newest is from 2019.",https://assets.goldenscent.com/catalog/product/cache/18/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/3/7/3760232240212-stephane-humbert-stephane-humbert-lucas-isra-_-miraj-7-year-anniversary-_u_-edp-100-ml.png,Stephane Humbert,339,Unisex,Perfume,Charismatic,Oriental,100 ml,2019,Eau de Parfum,"Nutmeg, Cinnamon, Mandarin Orange, Bergamot","Fruits, Spices, Black Orchid, Lotus.","Vanilla, Musk, Cashmere Wood, Sandalwood, Oak Moss, Vetiver, Patchouli, Cedar, Amber",en,png,750x750,"Mercedes Benz Woman, The Woods Collection Dancing Leaves EDP, Tous Les Jours Odor Freshener Bonheur"
Dior Fahrenheit,"It is a woody floral musk fragrance for men that was launched in 1988. It was created by Jean-Louis Sieuzac and Michel Almairac. It opens its composition with lavender, mandarin orange, hawthorn, nutmeg flower, cedar, bergamot, chamomile and lemon followed by a heart of nutmeg, honeysuckle, carnation, sandalwood, violet leaf, jasmine, lily-of-the-valley and cedar. The base captures leather, tonka bean, amber, patchouli, musk and vetiver.
About the brand:
Christian Dior is a leading fashion and perfume brand, working alongside other well-known fashion (and perfumery) legends in the mid-twentieth century, and the brand has also released fragrances to match its new trends. The company launched its first fragrance in 1947, which was named after the sister of the designer Catherine, and today the company is known around the world for its high fashion collections, luxury fashion, cosmetics, and perfumes.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/3/3348900147324-christian-dior-christian-dior-fahrenheit-_m_-edt-200-ml.jpg,Dior,104,Men,Perfume,Classical,Leather,200 ml,2014,Eau de Toilette,"Cedar, Nutmeg, Lemon, Hawthorn, Chamomile, Mandarin Orange, Bergamot, Lavender","Violet Leaf, Sandalwood, Cedar, Carnation, Lily-of-the-Valley, Jasmine, Honeysuckle, Nutmeg","Musk, Patchouli, Amber, Vetiver, Tonka Bean, Leather",en,png,750x750,"Hermes Caleche EDP, S.T.Dupont Special Edition Pour Femme, Rochas Tocade"
Giorgio Armani Armani Prive Rouge Malachite,"Giorgio Armani Armani, Prive Rouge Malachite is an oriental floral fragrance suitable for men and women, the color of its red glass reflects the warmth and strength of this fragrance, a unique meeting of luxury and delight of the senses.
About the brand:
Girogio Armani has no competition when it comes to quality fragrances and perfumes for men and women. With an annual turnover of $1.6 billion as of 2017, Armani specializes in ready-to-wear, accessories, glasses, cosmetics, and perfumes. It is one of the most popular brands that have stopped using animal fur in their products.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_giorgio_armani_perfumes_armani_prive_rouge_malachite_for_unisex_eau_de_perfum.jpg,Giorgio Armani,144,Women,Perfume,Romantic,Floral,100 ml,2016,Eau de Parfum,"Tuberose, Clary Sage","Pink Pepper, Orange Blossom, Ylang Ylang","Jasmine Sambac, Cashmeran, Benzoin, Amber",en,png,750x750,"Tous Les Jours Perfume Day 402, Jo Malone Jasmine Sambac & Marigold Intense EDC, Chopard Happy Spirit Forever"
Volnay Yapana,"A warm and strong oriental fragrance that gives you a feeling of relaxation, blend of soft notes with leather with the distinctive amber notes which characterized by all oriental parfumes, giving you a feeling of excellence and sophistication.
About the brand:
French parfume house founded in 1919 by Germanie Madeline Duvall; an exceptional woman who was passionate about parfumes. The Volnay House is interested in being a unique and innovative parfume house with a mix of elegance and sophistication to suit all tastes around the world.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/7/3770004205042_yapana_edp_100_ml_1.jpg,Volnay,376,Women,Perfume,Feminine,Leather,100 ml,2013,Eau de Parfum,"Bergamot, Pink Pepper, Bitter Orange, Grapefruit","Rose, Vanilla, Clove, Ylang-Ylang, Elemi","Benzoin, Patchouly, Rice, Iris, Lily",en,png,750x750,"Tous Les Jours Perfume Day 402, Jo Malone Jasmine Sambac & Marigold Intense EDC, Giorgio Armani Armani Prive Rouge Malachite"
Costume National Homme Parfum EDP,"Luxurious and elegant design for men in refreshing bergamot and grapefruit
The oriental fragrance notes of cardamom and vetiver add to your look a special beauty to always attract attention
Enjoy a modern look with the warm scent of cinnamon and patchouli
The fragrance is the perfect choice for all special occasions in the winter and fall seasons
About the brand:
Custom National is an Italian fashion house founded in 1986 and presented a collection of fashion that combines boldness, modernity, beauty and elegance, and added to that a group of perfumes designed with the same creative thinking",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/8/0/8034041522278-costume-national-costume-national-homme-parfum-100ml-sp.png,Costume National,94,Men,Perfume,Glamorous,Woody Oriental,100 ml,2020,Eau de Parfum,"Grapefruit, Bergamot, Cardamom","Vetiver, Patchouli, Cinnamon","Musk, Sandalwood, Labdanum",en,png,750x750,"The Woods Collection Dancing Leaves EDP, Lacoste Pour Homme, Lucien Ferrero Maitre Parfumeur Seringa Blanc EDP"
L'Arc Traversee Cedre D'ifrane,"This fragrance honors the wintry epoch of Matre de Claude at the heels of the Atlas Mountains in Ifran. Its blend of birch, violet and musk provides both men and women with an amazingly unique scent that complements your look and elegance.
About the brand:
Larc is a French brand whose parfumes distinguish itself by being the first house of parfume dedicated to the seekers of grace and artistry.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_l_arc_perfumes_traversee_cedre_d_ifrane_for_unisex_eau_de_perfum_3770007220066.jpg,L'Arc,204,Women,Perfume,Classical,Leather,100 ml,2013,Eau de Parfum,Birch,"violet, cedar","Ambergris, leather, Musk",en,png,750x750,"BvlgariLe Gemme Azaran EDP, Creed Pure White Cologne Le Royal Exclusives, Bvlgari Opalon"
Guerlain Idylle Old Edition,Guerlain Idylle- Eau de Toilette For Women,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/3/3346470113657-guerlain-guerlain-idylle-2010-_w_-edt-50-ml-1.jpg,Guerlain,151,Women,Perfume,Romantic,Floral,50 ml,2010,Eau de Toilette,"Lily-of-the-valley, Peony, Freesia, White lilac","jasmine, Bulgarian rose","Patchouli, White musk, Ylang-ylang",en,png,750x750,"Vertus Oriental Rose EDP, Laboratorio Olfattivo Tonkade EDP, Guerlain Idylle Old Version"
Giorgio Armani Terra di Gioia EDP,"A sensual, soft and distinctive floral fragrance.
The fragrance is specially designed for elegant women who seek distinction and sophistication.
The fragrance is new, as it launched in 2021, with an amazing aromatic formula extracted from the best natural ingredients.
The fragrance gives you a charming feminine look and enhances your attractiveness and self-confidence.
The scent lasts for long hours without fading.
About the brand:
Giorgio Armani is an Italian brand founded by the famous fashion designer Giorgio Armani, who began his career in 1960 with the production of distinctive men's clothing and then began producing women's clothing in 1972, then the company expanded in its production Accessories, leather, and perfumes were launched in the early eighties, and the first perfume was launched in 1984, and their releases have not stopped yet.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3614273347884-giorgio-armani-giorgio-armani-terra-di-gioia-_w_-edp-100-ml.png,Giorgio Armani,144,Women,Perfume,Romantic,Fruity,100 ml,2021,Eau de Parfum,"Pear, Mandarin Orange, Bergamot","Almond Blossom, Jasmine","Amber, Musk",en,png,750x750,"Guerlain La Petite Robe Noire Ma Robe Cocktail, Lanvin Marry Me!, Tous Les Jours Perfume Day 326"
Giorgio Armani Armani Code Absolu,"This unique aromatic experience that deserves to be part of your perfume has such a refreshing formula that is full of orange and neroli pervade with spicy ginger seeds and the striking aromas of tuberose that will fill your heart with great feelings and increase your passion. The fragrance has an attractive oriental appearance that captures the hearts around you easily.
About the brand:
Giorgio Armani is an Italian brand founded by the famous fashion designer Giorgio Armani. He began his career in 1960 producing distinctive men's clothing and then began producing women's clothes in 1972. The company expanded its production and launched accessories, leather and perfumes in the early eighties. The first perfume was launched specifically in 1984 and their releases did not stop until now.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3614272544437-giorgio-armani-giorgio-armani-code-pour-femme-absolu-_w_-edp-50-ml-1.jpg,Giorgio Armani,144,Women,Perfume,Romantic,Floral Oriental,50 ml,2019,Eau de Parfum,"Orange, Neapolitan, Ginger","Tuberose, orange flowers, jasmine","Sandalwood, vanilla, tonka bean",en,png,750x750,"Hermes Twilly D'Hermes Charming Twilly Limited Edition, Givenchy Dahlia Divin Le Nectar de Parfum EDP, Giorgio Armani Code Absolu"
Laboratorio Olfattivo Kashnoir EDP,"XERJOFF Casamorati La Tosca Perfume an amazing for women, such perfect works of art! You will adore this glorious, elegant, charming perfume completely!",https://assets.goldenscent.com/catalog/product/cache/18/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/8/0/8050043460103-laboratorio-olfattivo-kashnoir-100ml-100ml-1.png,Xerjoff,381,Women,Perfume,Feminine,Floral,100 ml,2015,Eau de Parfum,"Violet Leaf, Eucalyptus","Guaiac Wood, Cinnamon","Tonka Bean, White Musk and Vanilla",en,png,750x750,"Fendi Fan Di Fendi Leather Essence, Brioni Brioni EDP, Stephane Humbert Lucas 777 Panthea Iris EDP"
